,rating,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,(no genres listed),year
83,0.7666666666666666,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
84,0.5608465608465607,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
85,0.6666666666666665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
86,0.7555555555555555,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
87,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032
88,0.5079365079365079,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
89,0.7294685990338163,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
90,0.4222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
91,0.5555555555555556,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.8103448275862064
92,0.6531986531986531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
93,0.6183574879227052,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
94,0.7777777777777777,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
95,0.6282051282051282,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8103448275862064
96,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8103448275862064
97,0.7848101265822784,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.801724137931032
98,0.8012820512820513,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.637931034482758
99,0.6763285024154588,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
100,0.6296296296296295,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8103448275862064
101,0.7555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032
102,0.5555555555555556,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
103,0.4444444444444445,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
104,0.5555555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
105,0.7777777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775862068965516
106,0.4791666666666667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775862068965516
107,0.8611111111111112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7931034482758612
108,0.6851851851851851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
109,0.3333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
110,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7931034482758612
111,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
112,0.5185185185185186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
113,0.5448028673835126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
114,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032
115,0.6666666666666665,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
116,0.6653746770025839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103448275862064
117,0.6296296296296295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
118,0.6100217864923747,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
119,0.6296296296296295,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
120,0.6592592592592592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
121,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
122,0.3333333333333333,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
123,0.7435046987285792,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.801724137931032
124,0.6767676767676767,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.801724137931032
125,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.801724137931032
126,0.5369018653690185,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
127,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5603448275862064
128,0.4259259259259259,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.801724137931032
129,0.6296296296296295,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
130,0.5252525252525253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.801724137931032
131,0.5125448028673836,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
132,0.5317460317460316,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.801724137931032
133,0.5282651072124755,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.801724137931032
134,0.6968716289104637,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.801724137931032
135,0.8235294117647058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7931034482758612
136,0.6801346801346801,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032
137,0.626984126984127,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0.801724137931032
138,0.6790123456790123,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
139,0.5185185185185186,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
140,0.5740740740740742,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
141,0.4222222222222222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
142,0.6063492063492064,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
143,0.7407407407407407,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
144,0.4842767295597484,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.801724137931032
145,0.482078853046595,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.801724137931032
146,0.4888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
147,0.7722222222222221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
148,0.846153846153846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
149,0.49999999999999994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.801724137931032
150,0.1111111111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7844827586206868
151,0.2222222222222222,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
152,0.6450617283950617,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
153,0.39215686274509803,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
154,0.6666666666666665,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.7931034482758612
155,0.6666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
156,0.564484126984127,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
157,0.5162037037037037,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
158,0.8055555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
159,0.6574074074074074,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.801724137931032
160,0.5555555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
161,0.5111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
162,0.4259259259259259,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
163,0.43809523809523815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
164,0.7037037037037037,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
165,0.5777777777777777,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
166,0.48148148148148145,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.801724137931032
167,0.6111111111111112,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.801724137931032
168,0.8055555555555556,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5344827586206868
169,0.5555555555555556,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
170,0.5555555555555556,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
171,0.6515151515151514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
172,0.49259259259259264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
173,0.5925925925925926,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
174,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.801724137931032
175,0.6507936507936507,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
176,0.536231884057971,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.801724137931032
177,0.5925925925925926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
178,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.801724137931032
179,0.6666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
180,0.5555555555555556,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.801724137931032
181,0.7407407407407407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
182,0.7777777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7931034482758612
183,0.787037037037037,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
184,0.6281179138321995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
185,0.4074074074074074,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
186,0.6507936507936507,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
187,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
188,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.801724137931032
189,0.7222222222222221,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
190,0.7457264957264957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
191,0.6916666666666667,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
192,0.675213675213675,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
193,0.5252525252525253,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
194,0.4074074074074074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
195,0.6507936507936507,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
196,0.6435185185185186,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
197,0.568922305764411,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
198,0.753968253968254,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
199,0.6666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
200,0.4640522875816993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
201,0.7063492063492063,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
202,0.6617283950617283,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
203,0.6313131313131313,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
204,0.7777777777777777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
205,0.5555555555555556,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
206,0.4166666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
207,0.7777777777777777,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
208,0.6888888888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7931034482758612
209,0.5555555555555556,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
210,0.842911877394636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7931034482758612
211,0.7619047619047619,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
212,0.5947712418300652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
213,0.7160493827160495,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
214,0.4444444444444445,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
215,0.5555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
216,0.6563307493540051,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
217,0.6574923547400611,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7931034482758612
218,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
219,0.34920634920634924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
220,0.5174603174603174,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7931034482758612
221,0.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.801724137931032
222,0.4666666666666666,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
223,0.6000000000000001,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.801724137931032
224,0.8291279327135901,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6465517241379288
225,0.7513227513227512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
226,0.7566137566137565,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
227,0.7777777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
228,0.7643097643097643,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775862068965516
229,0.6437908496732025,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7931034482758612
230,0.542483660130719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801724137931032
231,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7844827586206868
232,0.6444444444444444,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612
